FALSE,MINER,,Productor,Minerals,FALSE,CASA,,MINA,desconnectat,,,,,CONNECT,,,,,,,
FALSE,MINER ABANDONAT?,,,,FALSE,,,,,,,,,DESCONN,,,,,,,
FALSE,CAÇADOR,,Productor,Carn,FALSE,CASA,,CAÇA,,,,,,CONNECT,,,,,,,
FALSE,CAÇADOR ABANDONAT?,,,,FALSE,,,,,,,,,DESCONN,,,,,,,
FALSE,PASTOR,,Productor,Carn,FALSE,CASA,,PASTURES,desconnectat,grup,,,,CONNECT,,,,,"No hi ha opcio de tant a la hora de comprovar com de connectar, afecti a tot el grup.",,
FALSE,PASTOR ABANDONAT?,,,,FALSE,,,,,,,,,DESCONN,,,,,,,
FALSE,FABRICA???,,,,FALSE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
TRUE,TERRA,,,,FALSE,CAÇA,,BOSC,connectat,,,,,DESCONN,,,,,,,
TRUE,CAMP,,Extraccio,,FALSE,connectat,,Blat,Blat,Blat,,,,,,,,,,,
FALSE,,,,,FALSE,MOLÍ,,Blat,Blat,Blat,,,,,,,,,,,
FALSE,CAMP ABANDONAT,,,,FALSE,CAMP,,CIUTAT,,,,,,DESCONN,,,,,,,
FALSE,CAMP PLAGAT,,,,FALSE,CAMP,,CAÇA,,,,,,DESCONN,,,,,,,
FALSE,,,,,FALSE,CAMP,,PASTURES,,,,,,DESCONN,,,,,,,
FALSE,MOLÍ,,Extra/Prod,Pa,FALSE,CASA,,CAMP,CAMP,CAMP,CAMP,CAMP,,,,,,,,,
FALSE,,,,,FALSE,GRANJA,,CAMP,CAMP,CAMP,CAMP,CAMP,,,,,,,,,
FALSE,,,,,FALSE,connectat,,Pa,,,,,,,,,,,,,
FALSE,ARROSSAL,,Extraccio,,FALSE,CAMP,,RIU,,,,,,,,,,,,,
FALSE,,,,,FALSE,CAMP,,ARROSSAL,,,,,,,,,,,,,
FALSE,,,,,FALSE,CAMP,,RIU RAPID,,,,,,,,,,,,,
FALSE,,,,,FALSE,connectat,,Arros,Arros,Arros,Arros,Arros,,,,,,,,,
FALSE,CAÇA,,,,FALSE,TERRA,,BOSC,,,,,,,,,,,,,
FALSE,,,,,FALSE,connectat,,Carn,,,,,,,,,,,,,
FALSE,PASTURES,,Extraccio,,FALSE,CAÇA,,TERRA,TERRA,TERRA,,,,,,,,,,,
FALSE,,,,,FALSE,TERRA,,PASTURES,PASTURES,PASTURES,,,,,,,,,,,
FALSE,,,,,FALSE,connectat,,x peça grup,Carn,,,,,,,,,,,,
FALSE,POU / FORAT?,,,,FALSE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FALSE,MONTANYA,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,MINA,,Extraccio,,FALSE,CAMI,,MONTANYA,desconnectat,,,,,,,,,,,,
FALSE,MINA ABANDONADA?,,,,FALSE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FALSE,MAR,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,OCEÀ,,,,FALSE,MAR,,MAR/NULL,MAR/NULL,MAR/NULL,MAR/NULL,MAR/NULL,MAR/NULL,,,,,,No hi ha la opcio de peça nula,,
FALSE,NAUFRAG,,Casa,,FALSE,CASA,,MAR,MAR,MAR,MAR,MAR,MAR,,,,,,Falta crear un sistema nou de camins. On ja no es miraran els camins sino el tipus de peça CONNECTOR. I n'hi haurà de 2 tipus TERRESTRES I MARITIMS.,,
FALSE,ILLA DESERTA,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,FAR,,,,FALSE,CASA,,MAR,MAR,MAR,MAR,MAR,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FALSE,RIU,,Extraccio,,FALSE,RIU RAPID,,DESERT,,,,,,,,,,,,,
FALSE,,,,,FALSE,RIU RAPID,,AIGUAMOLL,,,,,,,,,,,,,
FALSE,,,,,FALSE,connectat,,x peça grup,Aigua,,,,,,,,,,,,
FALSE,RIU RAPID,,Extraccio,,FALSE,RIU,,MONTANYA,,,,,,,,,,,El riu rapid ha de visualitzar la direccio que te a partir de la montanya.,,
FALSE,,,,,FALSE,RIU,,RIU RAPID,,,,,,,,,,,,,
FALSE,,,,,FALSE,connectat,,x peça grup,Aigua,Aigua,,,,,,,,,,,
FALSE,AIGUAMOLL,,,,FALSE,RIU,,RIU,RIU,RIU,RIU,,,,,,,,,,
FALSE,,,,,FALSE,RIU,,RIU,RIU,RIU,ARROSSAL,,,,,,,,,,
FALSE,,,,,FALSE,RIU,,RIU,RIU,ARROSSAL,ARROSSAL,,,,,,,,,,
FALSE,,,,,FALSE,RIU,,RIU,ARROSSAL,ARROSSAL,ARROSSAL,,,,,,,,,,
FALSE,,,,,FALSE,RIU,,RIU,AIGUAMOLL,AIGUAMOLL,,,,,,,,,,,
FALSE,,,,,FALSE,ARROSSAL,,CAÇA,,,,,,,,,,,,,
FALSE,,,,,FALSE,ARROSSAL,,PASTURES,,,,,,,,,,,,,
FALSE,RIU CONTAMINAT,,,,FALSE,RIU,,CIUTAT,,,,,,DESCONN,,,,,,,
FALSE,,,,,FALSE,RIU RAPID,,CIUTAT,,,,,,,,,,,,,
FALSE,RIU SEC,,,,FALSE,RIU,,DESERT,,,,,,,,,,,,,
FALSE,,,,,FALSE,RIU,,RIU SEC,,,,,,DESCONN,,,,,,,
FALSE,MANANTIAL,,,,FALSE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FALSE,CAMI,,Connector,,FALSE,,,,,,,,,,,,,,,,
FALSE,CAMI + DESERT???,,Connector,,FALSE,,,,,,,,,,,,,,,,
FALSE,PORT,,Con/Extr,,FALSE,CAMI,,MAR,,,,,,,,,,,,,
FALSE,,,,,FALSE,connectat,,x peça grup,Aigua,,,,,,,,,,,,
FALSE,PORT GRAN,,Con/Extr,,FALSE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FALSE,BOSC,,Extraccio,,FALSE,connectat,,x peça grup,Llenya,,,,,,,,,,,,
FALSE,DESFORESTACIÓ,,,,FALSE,BOSC,,grup,LLENYETARIE,LLENYETARIE,,,,DESCONN,,,,,,,
FALSE,BOSC MALALT,,,,FALSE,BOSC,,AIGUAMOLL,,,,,,DESCONN,,,,,,,
FALSE,HERBES MEDICINALS,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,JUNGLA???,,,,FALSE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FALSE,DESERT,,,,FALSE,TERRA,,TERRA,TERRA,TERRA,TERRA,TERRA,TERRA,,,,,,,,
FALSE,,,,,FALSE,TERRA,,DESERT,,,,,,,,,,,,,
FALSE,CACTUS,,,,FALSE,BOSC,,DESERT,,,,,,,,,,,,,
FALSE,PALMERES,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,OASIS,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,CUC DUNE,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,ESPECIA,,,,FALSE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FALSE,XAMAN,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,STONE HEIGHT,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,PORTAL,,,,FALSE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FALSE,VOLCÀ,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,BOSC MAGIC,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,DESFORESTATACIO?,,,,FALSE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FALSE,connectat,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,desconnectat,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,connexio =,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,grup,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,x peça grup,,,,FALSE,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
FALSE,Blat,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,Arros,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,Aigua,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,Peix,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,Carn,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,Llenya,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,Pa,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,Minerals,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,,,,,FALSE,,,,,,,,,,,,,,,,
FALSE,,,,,FALSE,,,,,,,,,,,,,,,,
